"Name","Position","Team","Year","Week","PassYds","PassTD","PassComp","PassAtt","PassPct","PassYdsPerAtt","PassLong","QBR","Int","Sacks","SackYds"
"russell wilson","QB","SEA","2019","3","406","2","32","50","64.0%","8.1","54","102.6","0","0","0"
"jameis winston","QB","TB","2019","3","380","3","23","37","62.2%","10.3","55","112.4","1","4","25"
"patrick mahomes ii","QB","KC","2019","3","374","3","27","37","73.0%","10.1","83","132.0","0","1","11"
"deshaun watson","QB","HOU","2019","3","351","3","25","34","73.5%","10.3","53","135.8","0","2","14"
"daniel jones","QB","NYG","2019","3","336","2","23","36","63.9%","9.3","75","112.7","0","5","24"
"case keenum","QB","WAS","2019","3","332","2","30","43","69.8%","7.7","33","78.8","3","4","45"
"philip rivers","QB","LAC","2019","3","318","2","31","46","67.4%","6.9","34","101.5","0","5","25"
"jacoby brissett","QB","IND","2019","3","310","2","28","37","75.7%","8.4","35","118.1","0","1","10"
"tom brady","QB","NE","2019","3","306","2","28","42","66.7%","7.3","41","103.9","0","0","0"
"matt ryan","QB","ATL","2019","3","304","3","29","34","85.3%","8.9","34","121.1","1","0","0"
"marcus mariota","QB","TEN","2019","3","304","0","23","40","57.5%","7.6","47","81.7","0","9","55"
"jimmy garoppolo","QB","SF","2019","3","277","1","23","32","71.9%","8.7","27","82.4","2","1","9"
"jared goff","QB","LAR","2019","3","268","2","24","38","63.2%","7.1","23","79.7","2","2","14"
"lamar jackson","QB","BAL","2019","3","267","0","22","43","51.2%","6.2","31","70.6","0","3","18"
"kyle allen","QB","CAR","2019","3","261","4","19","26","73.1%","10.0","52","144.4","0","2","21"
"carson wentz","QB","PHI","2019","3","259","2","19","36","52.8%","7.2","40","94.6","0","3","13"
"andy dalton","QB","CIN","2019","3","250","1","20","36","55.6%","6.9","33","63.4","2","2","10"
"dak prescott","QB","DAL","2019","3","246","2","19","32","59.4%","7.7","37","91.4","1","1","5"
"josh allen 2","QB","BUF","2019","3","243","1","23","36","63.9%","6.8","49","81.1","1","1","2"
"derek carr","QB","OAK","2019","3","242","2","27","34","79.4%","7.1","30","103.7","1","4","28"
"aaron rodgers","QB","GB","2019","3","235","1","17","29","58.6%","8.1","40","96.2","0","0","0"
"mitchell trubisky","QB","CHI","2019","3","231","3","25","31","80.6%","7.5","36","116.5","1","3","23"
"joe flacco","QB","DEN","2019","3","213","0","20","29","69.0%","7.3","52","75.8","1","6","52"
"gardner minshew","QB","JAX","2019","3","204","2","20","30","66.7%","6.8","37","108.2","0","0","0"
"matthew stafford","QB","DET","2019","3","201","1","18","32","56.3%","6.3","27","85.5","0","0","0"
"josh rosen","QB","MIA","2019","3","200","0","18","39","46.2%","5.1","40","61.9","0","3","18"
"baker mayfield","QB","CLE","2019","3","195","1","18","36","50.0%","5.4","30","64.0","1","3","20"
"teddy bridgewater","QB","NO","2019","3","177","2","19","27","70.4%","6.6","29","112.7","0","0","0"
"kirk cousins","QB","MIN","2019","3","174","1","15","21","71.4%","8.3","35","112.0","0","0","0"
"mason rudolph","QB","PIT","2019","3","174","2","14","27","51.9%","6.4","76","81.4","1","2","14"
"kyler murray","QB","ARI","2019","3","173","2","30","43","69.8%","4.0","23","73.1","2","8","46"
"luke falk","QB","NYJ","2019","3","98","0","12","22","54.5%","4.5","23","47.2","1","5","29"
"ryan fitzpatrick","QB","MIA","2019","3","29","0","2","2","100.0%","14.5","25","118.8","0","0","0"
"jarrett stidham","QB","NE","2019","3","14","0","2","3","66.7%","4.7","11","37.5","1","1","7"
